Date,Token0,Token1,FeeTier,TVLUSD,VolumeUSD,FeesUSD,APR
2022-01-18,ETH,SWAP,3000,713835.3331796474053138786960449443,246328.7172279687529603418979585959,738.9861516839062588810256938757876,=I2*365/G2
2022-01-18,ETH,GTC,3000,1172570.164321117321099918236461675,240750.4554533803306129534721245407,722.251366360140991838860416373622,=I2*365/G2
2022-01-18,PILOT,ETH,3000,4730403.709372575916269472815132615,238462.6012009644994842841823785313,715.3878036028934984528525471355937,=I2*365/G2
2022-01-18,GOG,ETH,10000,794788.8585741532386932711270682367,232903.9237011628243638363572882847,2329.039237011628243638363572882847,=I2*365/G2
2022-01-18,ETH,GTC,10000,4366610.259782526173706103135353356,232228.6630642181722878384174828925,2322.286630642181722878384174828925,=I2*365/G2
2022-01-18,XSUSHI,ETH,10000,5605039.001577712808870411570613624,226931.5183015372613994247167624032,2269.315183015372613994247167624032,=I2*365/G2
2022-01-18,UBT,ETH,3000,1172541.579613750061797958529803853,219087.58075106739513912094094726,657.2627422532021854173628228417797,=I2*365/G2
2022-01-18,XYO,ETH,3000,2461138.064972153393710675485807889,214525.5703547229245720757952460803,643.5767110641687737162273857382412,=I2*365/G2
2022-01-18,RVP,ETH,10000,1558213.621256658897810424320453052,214429.1743704829431514000912446622,2144.291743704829431514000912446622,=I2*365/G2
2022-01-18,ETH,VRA,3000,1240821.225412147389216856136880019,213775.107028692345156144179162985,641.3253210860770354684325374889546,=I2*365/G2
2022-01-18,XCAD,USDT,3000,405587.522328486543777706551010552,210712.9791207262101085878406992372,632.1389373621786303257635220977116,=I2*365/G2
2022-01-18,WILD,ETH,3000,2166490.473984304958427338474439818,209684.3248467183683558218793259324,629.052974540155105067465637977797,=I2*365/G2
2022-01-18,ETH,TRU,3000,459209.3489833176027017223397366573,206657.4427037632790401203932117891,619.9723281112898371203611796353674,=I2*365/G2
2022-01-18,CHZ,USDT,3000,1751263.838397241910481221218198168,204369.389614,613.108168842,=I2*365/G2
2022-01-18,RUNE,ETH,3000,2998442.602233465596629708837785216,204251.7881553662703227479426471762,612.7553644660988109682438279415286,=I2*365/G2
2022-01-18,ETH,MNW,3000,670829.168941265104412204683591465,204104.5408186995636981006484310819,612.3136224560986910943019452932453,=I2*365/G2
2022-01-18,ETH,XPR,3000,1026296.68786470953401431238139526,200396.6803127396123939907018734304,601.1900409382188371819721056202908,=I2*365/G2
2022-01-18,ETH,TRIBE,3000,1488148.217226988550535659623606636,200352.8066171739687911713149768928,601.0584198515219063735139449306785,=I2*365/G2
2022-01-18,BED,ETH,3000,1067609.593740816178186238626211065,199435.8123905388493672919846599208,598.3074371716165481018759539797623,=I2*365/G2
2022-01-18,DEVT,ETH,3000,23121.53196972594616157911174204328,197573.5251140648613335135521450374,592.7205753421945840005406564351121,=I2*365/G2
2022-01-18,MVI,ETH,3000,1449952.260712268300118013745725435,195277.7048568727658892655758219054,585.8331145706182976677967274657163,=I2*365/G2
2022-01-18,CVX,ETH,10000,7798759.576756855151638597570399738,195226.7358115885613536032083058656,1952.267358115885613536032083058656,=I2*365/G2
2022-01-18,GNO,ETH,3000,2558636.505004004924385433427643914,192975.5968915066326694941512163614,578.9267906745198980084824536490843,=I2*365/G2
2022-01-18,ETH,ENJ,3000,2129873.705695157144958689347839395,190902.1717498563432193766133353127,572.7065152495690296581298400059384,=I2*365/G2
2022-01-18,OGN,ETH,3000,5420753.781316037951440964971411409,189653.9468249317905073290531407605,568.9618404747953715219871594222814,=I2*365/G2
2022-01-18,DAI,HOPR,3000,17115753.90859174947055081011956587,188418.1881779525409654733122914864,565.2545645338576228964199368744594,=I2*365/G2
2022-01-18,ALEPH,ETH,3000,1070197.038268326248013547382876247,186851.8395098784293278798946405448,560.5555185296352879836396839216349,=I2*365/G2
2022-01-18,OCC,ETH,10000,608852.4476542199349489091449058918,186481.0372486290854238045671215098,1864.810372486290854238045671215098,=I2*365/G2
2022-01-18,WBTC,EURT,3000,1838119.884637620145906730193121788,183589.5265730085680134251248817358,550.7685797190257040402753746452073,=I2*365/G2
2022-01-18,WOO,ETH,3000,2583046.106445836917248229188302785,179881.3268023646668156858611001931,539.6439804070940004470575833005789,=I2*365/G2
2022-01-18,ROL,ETH,10000,26071.51958627545998859620193765555,174995.2836475393216569136057235789,1749.952836475393216569136057235789,=I2*365/G2
2022-01-18,ETH,ZRX,3000,884768.1419252332568781260501051613,172698.0535815969877607632724930176,518.0941607447909632822898174790527,=I2*365/G2
2022-01-18,1INCH,ETH,3000,8119061.604637229193346645046945602,171248.6215226138277329716401561158,513.7458645678414831989149204683479,=I2*365/G2
2022-01-18,POW,ETH,10000,80263.41481579958803038474072304095,171227.1159500401454656597998417042,1712.271159500401454656597998417042,=I2*365/G2
2022-01-18,BTC2X-FLI,WBTC,10000,3453214.262449183462797836831214535,166539.2080250350027566453678170907,1665.392080250350027566453678170907,=I2*365/G2
2022-01-18,GUSD,USDC,3000,5986775.57504085508707567483374646,165443.752327,496.331256981,=I2*365/G2
2022-01-18,SHIB,ETH,10000,26250918.35434978036370109755028684,157535.0898428989453994759570554541,1575.350898428989453994759570554541,=I2*365/G2
2022-01-18,ETH,REEF,10000,557535.3147115323129973210306877304,157039.7879071281337193235970113181,1570.397879071281337193235970113181,=I2*365/G2
2022-01-18,DAI,MTA,3000,309112.1865208939276356364153330139,156360.721402975053038585030791363,469.0821642089251591157550923740892,=I2*365/G2
2022-01-18,USDC,VEGA,3000,421277.9101672547254828425488154065,155053.974544,465.161923632,=I2*365/G2
2022-01-18,DPI,ETH,3000,8630451.805334932248661616930160892,152015.8433591363967604281488841315,456.0475300774091902812844466523944,=I2*365/G2
2022-01-18,PLOT,ETH,3000,850406.2401917492532613292944073423,147821.439737066046307171055824268,443.4643192111981389215131674728035,=I2*365/G2
2022-01-18,ETH,BABL,3000,2035624.065609325046789649762578918,143957.992208237152556048112347307,431.8739766247114576681443370419214,=I2*365/G2
2022-01-18,RNG,ETH,3000,2848345.062804069493077251815403341,142457.7989687602293891277743702138,427.3733969062806881673833231106413,=I2*365/G2
2022-01-18,UMA,ETH,3000,2894674.243542031386915169188304978,140654.9200708526509282139305809413,421.9647602125579527846417917428236,=I2*365/G2
2022-01-18,ETH,GODS,10000,657377.5548634595088666557855014907,136497.0827439546629657435219697507,1364.970827439546629657435219697507,=I2*365/G2
2022-01-18,ETH,AVINOC,3000,9509557.745122174896327036552908395,135854.5490880286288834188147768703,407.5636472640858866502564443306107,=I2*365/G2
2022-01-18,BUSD,USDC,100,2129771.074701595076360753593268033,135327.80978,13.532780978,=I2*365/G2
2022-01-18,TORN,ETH,10000,1064006.477439981720528508321426714,130783.372343268742439235171258878,1307.83372343268742439235171258878,=I2*365/G2
2022-01-18,KOIN,ETH,10000,863502.0603540558660223781082951731,129330.115834162627149276698746402,1293.30115834162627149276698746402,=I2*365/G2
2022-01-18,MTA,ETH,3000,195285.4788012202618175707032764299,127085.9708548345451429251742642529,381.2579125645036354287755227927586,=I2*365/G2
2022-01-18,ETH,ENS,10000,3532220.899834332430774826544272779,123827.8846993726419909343325573007,1238.278846993726419909343325573007,=I2*365/G2
2022-01-18,CRO,ETH,10000,1983233.656369966548213878356840028,123178.2704863910458199839729961627,1231.782704863910458199839729961627,=I2*365/G2
2022-01-18,EJS,ETH,10000,612894.1979568303301050780895666057,121984.6454511761889224407505661155,1219.846454511761889224407505661155,=I2*365/G2
2022-01-18,ETH,USDT,10000,19436196.52179728523150184285977942,121735.5523452296291263108318311809,1217.355523452296291263108318311809,=I2*365/G2
2022-01-18,DAI,PAX,100,9986989.905082733770548396379992389,121334.2712895834626893079035849769,12.13342712895834626893079035849769,=I2*365/G2
2022-01-18,UFO,ETH,10000,1254728.730391595505064987403230454,120587.2474949292859863558325170661,1205.872474949292859863558325170661,=I2*365/G2
2022-01-18,RETH,ETH,3000,5420758.734473221222372399602080529,120341.1080447325427961924835650252,361.0233241341976283885774506950755,=I2*365/G2
2022-01-18,TONCOIN,ETH,10000,678248.5781735560374261181872897843,120328.4450786602211379628269873244,1203.284450786602211379628269873244,=I2*365/G2
2022-01-18,SILO,ETH,10000,101416.3584516474895191424924516405,118868.7439875603962545682774256121,1188.687439875603962545682774256121,=I2*365/G2
2022-01-18,UNI,ETH,10000,845386.7046172816276564527114342763,116234.3792554254576018805559394187,1162.343792554254576018805559394187,=I2*365/G2
2022-01-18,OCEAN,ETH,3000,721930.5493013793388583236866550232,112032.4857270011291768825423049552,336.0974571810033875306476269148657,=I2*365/G2
2022-01-18,ZENIQ,ETH,3000,3392598.229911733941980490150965453,110968.8541885557196869503787793484,332.9065625656671590608511363380452,=I2*365/G2
2022-01-18,CAP,ETH,3000,2153591.156426110775012777801510814,109525.1802448461473141864676673224,328.5755407345384419425594030019674,=I2*365/G2
2022-01-18,ETH,VEGA,3000,352596.6114828251843279803189515705,109471.4990436287721321946411971196,328.4144971308863163965839235913588,=I2*365/G2
2022-01-18,MVDG,ETH,3000,738599.7422125929770172568063645596,108948.1513540626283267131399582631,326.8444540621878849801394198747894,=I2*365/G2
2022-01-18,REN,ETH,3000,92810.27649613271556820731222184351,108768.5986817465619097915325897456,326.3057960452396857293745977692369,=I2*365/G2
2022-01-18,PRQ,ETH,10000,844052.3326092939558606660528594531,107740.9626696180921881171595441528,1077.409626696180921881171595441528,=I2*365/G2
2022-01-18,JBX,ETH,10000,108194.4087322399581864498080536671,107034.7561677725416860691577468225,1070.347561677725416860691577468225,=I2*365/G2
2022-01-18,VSP,ETH,3000,937919.4311236728320382513856610074,104650.8603640737430972914118609142,313.9525810922212292918742355827427,=I2*365/G2
2022-01-18,ETH,SOL,3000,3061273.627022754863998157945515691,104233.1448902468306225864694080982,312.6994346707404918677594082242947,=I2*365/G2
2022-01-18,XMT,ETH,3000,1195612.492385424658690444746639278,104011.9603108780906513335301356469,312.0358809326342719540005904069408,=I2*365/G2
2022-01-18,FWB,ETH,3000,143937.4452678946561064702133668881,103944.4908451210715432001204032005,311.8334725353632146296003612096016,=I2*365/G2
2022-01-18,ETH,WAMPL,3000,130674.0727945370983775035506301582,103607.3834725063819576597976392593,310.8221504175191458729793929177778,=I2*365/G2
2022-01-18,OHM,ETH,10000,3586309.369756232323357302460015146,101837.4566949349396947713941092962,1018.374566949349396947713941092962,=I2*365/G2
2022-01-18,XSUSHI,ETH,3000,2809359.08370119709719083742108954,101812.3972201970303072939224815212,305.4371916605910909218817674445635,=I2*365/G2
2022-01-18,OS,ETH,10000,1984608.88616816421143709504073637,101266.1528458618921158585751836365,1012.661528458618921158585751836365,=I2*365/G2
2022-01-18,LUNA,ETH,3000,2118560.871815616777323918163704352,101069.8811466180329975230840926787,303.209643439854098992569252278036,=I2*365/G2
2022-01-18,EWTB,ETH,3000,869514.4624776027051542684060147064,100577.6631284769035667314329108186,301.7329893854307107001942987324559,=I2*365/G2
2022-01-18,API3,ETH,3000,156934.8970133992190055303448117012,100249.4081150984659625364087869398,300.7482243452953978876092263608196,=I2*365/G2
2022-01-18,GOLDZ,ETH,3000,107752.904257107857969140595221663,100223.3173519743361381602404137346,300.6699520559230084144807212412036,=I2*365/G2
2022-01-18,SIPHER,ETH,10000,462717.3012237420533589640783863637,97587.16750240263093592753953263999,975.8716750240263093592753953263999,=I2*365/G2
2022-01-18,XI,ETH,10000,82857.93678875777821184629908165694,97082.1893028654843321855554616407,970.821893028654843321855554616407,=I2*365/G2
2022-01-18,USDC,0XBTC,10000,103006.7221110866531166551356707626,93277.250152,932.77250152,=I2*365/G2
2022-01-18,MYST,ETH,10000,133620.5584257779131223452155916691,90648.513103398068972465189143925,906.48513103398068972465189143925,=I2*365/G2
2022-01-18,GP,ETH,10000,524186.773006996363253304418692848,90420.03001671335857521667957460904,904.2003001671335857521667957460904,=I2*365/G2
2022-01-18,MIM,ETH,10000,27713770.11144394936692904683930794,90067.75769655206386992128655031757,900.6775769655206386992128655031757,=I2*365/G2
2022-01-18,TKING,ETH,3000,1304809.247336588986610951074390026,89221.34441123768649631378804408943,267.6640332337130594889413641322682,=I2*365/G2
2022-01-18,ILV,ETH,10000,669471.0268850023940884763606456362,89112.39155070306148343484562261225,891.1239155070306148343484562261225,=I2*365/G2
2022-01-18,CTSI,ETH,10000,706331.3831867630714306291842158017,89097.03735959779131957591089317747,890.9703735959779131957591089317747,=I2*365/G2
2022-01-18,ETH,ELA,3000,141056.7087316790544476762892075133,86300.20220727385120096061731186757,258.9006066218215536028818519356027,=I2*365/G2
2022-01-18,ETH,POLK,3000,1238285.553964354988692703446991478,85893.32682175009609431944207474247,257.6799804652502882829583262242273,=I2*365/G2
2022-01-18,INXT,ETH,3000,46529.51113857021726490517772192087,85769.08199802249713022801499068702,257.3072459940674913906840449720611,=I2*365/G2
2022-01-18,GHST,ETH,10000,611155.4371403643315715496223145953,85714.61898653323771847537392890846,857.1461898653323771847537392890846,=I2*365/G2
2022-01-18,AVT,ETH,3000,474065.7891092013392708540457528105,85606.32672384078325861263332360054,256.8189801715223497758378999708017,=I2*365/G2
2022-01-18,USDC,DEFT,3000,159201.47768,84977.105402,254.931316206,=I2*365/G2
2022-01-18,INDEX,ETH,10000,1644507.835057146036261980615731398,84564.67786732308761278845185361073,845.6467786732308761278845185361073,=I2*365/G2
2022-01-18,YGG,ETH,10000,6480286.792345722201186484062648773,84061.77339220245018184882808663625,840.6177339220245018184882808663625,=I2*365/G2
2022-01-18,BUMP,ETH,10000,124060.1718833360831535602870543317,82957.97934557612111431270680121992,829.5797934557612111431270680121992,=I2*365/G2
2022-01-18,LORDS,ETH,3000,742401.8822730359900609995898836149,81148.31597994912557756495059466709,243.4449479398473767326948517840013,=I2*365/G2
2022-01-18,TRAC,ETH,3000,435757.7236601878110748238740912867,80737.45109020615495496385418127784,242.2123532706184648648915625438335,=I2*365/G2
2022-01-18,UBT,ETH,10000,1551133.346597462982620787373644103,80570.31342657789235073514208746662,805.7031342657789235073514208746662,=I2*365/G2
2022-01-18,PERP,ETH,10000,1146438.28853846399375501926101321,80019.90558947368190755785228895681,800.1990558947368190755785228895681,=I2*365/G2
2022-01-18,ETH,XCUR,3000,1538969.245677788271521920193208417,77026.5823399701502639576737874629,231.0797470199104507918730213623886,=I2*365/G2
2022-01-18,ETH,ATRI,10000,886716.1772289202703946809729161467,75938.87919485286711021816608329847,759.3887919485286711021816608329847,=I2*365/G2
2022-01-18,IOTX,ETH,3000,2131697.607641038502657650946383449,74641.14226419585862744307834176908,223.9234267925875758823292350253073,=I2*365/G2
2022-01-18,ETH,LIX,10000,765110.1671293193835031037029172293,74160.09424523240545675752832427838,741.6009424523240545675752832427838,=I2*365/G2
2022-01-18,SOS,ETH,3000,461302.9048780916132564861793664061,73209.52791742393541614386461060011,219.6285837522718062484315938318001,=I2*365/G2
2022-01-18,THALES,USDC,3000,1305682.668691889052147321544433083,73116.325485,219.348976455,=I2*365/G2
2022-01-18,MGH,ETH,3000,482176.392764824691932056024528348,70968.85976148285551582170689553028,212.9065792844485665474651206865909,=I2*365/G2
2022-01-18,ETH,PRE,10000,598949.9168772392548207121783802842,69927.7615022105376709566735243823,699.277615022105376709566735243823,=I2*365/G2
2022-01-18,YVBOOST,ETH,10000,4232792.514512791697180870168585019,69779.97526625018821461135847908182,697.7997526625018821461135847908182,=I2*365/G2
2022-01-18,KP3R,ETH,10000,2204710.87324905815615494596252346,69461.69697263174848751544939156864,694.6169697263174848751544939156864,=I2*365/G2
2022-01-18,ETH,ROOK,10000,159357.5979826261053896023515930677,69327.25021996572405263062285659752,693.2725021996572405263062285659752,=I2*365/G2
2022-01-18,CGG,ETH,10000,554343.2103911595596077661069442144,67981.99277047081653373159991149969,679.8199277047081653373159991149969,=I2*365/G2
2022-01-18,MFG,ETH,10000,1438552.21193492518386000584401455,67265.67575871498094563484260014818,672.6567575871498094563484260014818,=I2*365/G2
2022-01-18,CARDS,ETH,10000,112466.9137416529230281507604045589,65194.50931053783065618173661124186,651.9450931053783065618173661124186,=I2*365/G2
2022-01-18,GAS,ETH,10000,547329.4345358527335585504726347685,63258.4324601989333790383583309485,632.584324601989333790383583309485,=I2*365/G2
2022-01-18,DVI,ETH,3000,3061466.569654815738339662398779683,61395.706717126996023505540387495,184.187120151380988070516621162485,=I2*365/G2
2022-01-18,MM,USDC,10000,4368000.310396273185079814116459046,61060.222999,610.60222999,=I2*365/G2
2022-01-18,ETH,CQT,10000,390696.7064637308638685243931764609,60205.98315300693001020907937048882,602.0598315300693001020907937048882,=I2*365/G2
