Date,Token0,Token1,FeeTier,TVLUSD,VolumeUSD,FeesUSD,APR
2022-01-18,USDC,NCR,500,2564655.847154854885718393235673225,1380724.781518,690.362390759,=I2*365/G2
2022-01-18,QNT,ETH,3000,4100722.15570070239589007783058354,1362755.335716299984726154028479807,4088.26600714889995417846208543942,=I2*365/G2
2022-01-18,VADER,ETH,10000,953365.8398071608681489579702290018,1307906.003306420353415448506245527,13079.06003306420353415448506245527,=I2*365/G2
2022-01-18,RAI,DAI,500,22521185.4945059124496220628456216,1222607.161981971711695940044302856,611.3035809909858558479700221514282,=I2*365/G2
2022-01-18,COMP,ETH,3000,18233512.0734325430358411647379322,1221180.429183978512132009042899276,3663.541287551935536396027128697824,=I2*365/G2
2022-01-18,RBN,ETH,10000,16306529.02863290534580752034909394,1202060.652347510085849310207063813,12020.60652347510085849310207063813,=I2*365/G2
2022-01-18,USDC,UOS,10000,6928428.171656233892559990050800068,1150707.732764,11507.07732764,=I2*365/G2
2022-01-18,ETH,OSQTH,3000,5933579.52181388757856255449896668,1130212.91015273824501483635468863,3390.638730458214735044509064065894,=I2*365/G2
2022-01-18,BYTES,ETH,10000,3819790.726979255417050964141513146,1126104.088787760677081004576292738,11261.04088787760677081004576292738,=I2*365/G2
2022-01-18,PAX,ETH,3000,23841643.87967256181242329994580453,1111629.86311830152722986094893841,3334.889589354904581689582846815233,=I2*365/G2
2022-01-18,MOONEY,ETH,10000,52104.36885520964396657810075029918,999479.7636548852222106828393567783,9994.797636548852222106828393567783,=I2*365/G2
2022-01-18,ETH,RPL,3000,5696509.771005790621812733752832168,965346.2800815033079281540840610432,2896.038840244509923784462252183129,=I2*365/G2
2022-01-18,WBTC,USDT,3000,12120483.43290276538427524540190648,960065.6952870199753826330384155409,2880.197085861059926147899115246621,=I2*365/G2
2022-01-18,ETH,LIT,10000,10017474.0703716295872188323685258,959921.8098864627281914344817591637,9599.218098864627281914344817591637,=I2*365/G2
2022-01-18,UNI,AAVE,3000,1651429.607854140218165101969911692,934199.2338369736798858399242318064,2802.597701510921039657519772695419,=I2*365/G2
2022-01-18,KROM,ETH,3000,2865495.754076073234198810632406063,933263.5405535774695553152786744753,2799.790621660732408665945836023426,=I2*365/G2
2022-01-18,ETH,WTON,3000,4042817.376473853412773503611906021,870751.4515996446639224730080832906,2612.254354798933991767419024249872,=I2*365/G2
2022-01-18,ETH,RAIL,10000,5694503.578720880969734910473682967,831542.0367296679796766219102724558,8315.420367296679796766219102724558,=I2*365/G2
2022-01-18,BETA,ETH,10000,2030786.781980613310037149150076431,821245.1417462696118856542008350996,8212.451417462696118856542008350996,=I2*365/G2
2022-01-18,DOLA,USDC,3000,533478.1889205711332449594975347791,809593.748492,2428.781245476,=I2*365/G2
2022-01-18,SHIB,ETH,3000,7321411.704634419579497839386483673,800008.3554743495146030732952306327,2400.025066423048543809219885691892,=I2*365/G2
2022-01-18,RNDR,ETH,10000,1883664.280245754443844988466232913,780959.0515217850297095832405413841,7809.590515217850297095832405413841,=I2*365/G2
2022-01-18,WBTC,PAX,3000,39882966.76965644257494027976864733,764074.8544165063834400637081482893,2292.224563249519150320191124444868,=I2*365/G2
2022-01-18,USDT,SAITO,3000,1604165.497305926176245604941587981,760793.5543319155235072942897828722,2282.380662995746570521882869348617,=I2*365/G2
2022-01-18,OUSD,USDT,500,1988318.165732171153157815700166065,749912.158844,374.956079422,=I2*365/G2
2022-01-18,AGEUR,ETH,3000,17165882.61055901757233050002361577,744141.269891168407992500163531832,2232.423809673505223977500490595494,=I2*365/G2
2022-01-18,PEOPLE,ETH,3000,3503045.305332625069195467743815039,705850.5923255577271882712612682297,2117.551776976673181564813783804688,=I2*365/G2
2022-01-18,SILO,USDC,10000,1137587.183899669460651095112584057,705835.053291,7058.35053291,=I2*365/G2
2022-01-18,DYDX,ETH,3000,4020276.249928533659374727737130397,699449.9034299409357046036399183513,2098.349710289822807113810919755055,=I2*365/G2
2022-01-18,VXV,ETH,10000,3027156.653253349055695693495963975,689494.3429726437474666940994483473,6894.943429726437474666940994483473,=I2*365/G2
2022-01-18,ETH,LUNA,10000,6147109.762622416842702700560207825,679928.4110942793503499177026283239,6799.284110942793503499177026283239,=I2*365/G2
2022-01-18,SOUL,ETH,3000,1423753.224824325996475132564515205,672877.3836685489726330718504225195,2018.632151005646917899215551267558,=I2*365/G2
2022-01-18,,USDC,100,2004955.661235178033165977063488493,666404.416617,66.6404416617,=I2*365/G2
2022-01-18,NCT,ETH,10000,1349732.717812577034856697280508132,664328.3155362979240353570380609183,6643.283155362979240353570380609183,=I2*365/G2
2022-01-18,ETH,TRU,10000,4687985.965108505420174632552017569,654385.1954794264142613391014906233,6543.851954794264142613391014906233,=I2*365/G2
2022-01-18,SILO,ETH,3000,276487.9152811534125312152586306172,634895.6462772962775800386866658772,1904.686938831888832740116059997633,=I2*365/G2
2022-01-18,FTX TOKEN,ETH,3000,18097673.07287508079188770976179492,619986.8974907062332502629700132994,1859.960692472118699750788910039898,=I2*365/G2
2022-01-18,1INCH,ETH,10000,10833310.84899584470748003867767721,612128.8078312182941283765590335879,6121.288078312182941283765590335879,=I2*365/G2
2022-01-18,ETH,IMX,10000,6347015.541265790408626732817266816,606479.9672874881439661082077526991,6064.799672874881439661082077526991,=I2*365/G2
2022-01-18,XSGD,USDC,500,2711105.926632703463974246761418121,600608.70843,300.304354215,=I2*365/G2
2022-01-18,MKR,ETH,3000,12449795.17272055507144780534918163,591918.9607514008357436816455626288,1775.756882254202507231044936687885,=I2*365/G2
2022-01-18,XSGD,ETH,500,4259727.509637223102515358839142743,588247.520516438997484318013536183,294.1237602582194987421590067680916,=I2*365/G2
2022-01-18,DAI,UST,500,1069125.902606110208839053758966465,574830.4711880358758467035756970739,287.4152355940179379233517878485369,=I2*365/G2
2022-01-18,STOS,USDT,3000,1269749.359615646458286804104261709,561000.1036456422153744192633630943,1683.000310936926646123257790089283,=I2*365/G2
2022-01-18,FUSE,ETH,10000,1289385.17891428036629700733616382,556868.8441601319535745373406050213,5568.688441601319535745373406050213,=I2*365/G2
2022-01-18,LCX,ETH,10000,7069022.677115109033971299672314331,556298.6703794610518655771297469779,5562.986703794610518655771297469779,=I2*365/G2
2022-01-18,AVG,ETH,10000,1240808.395038683998995889616993497,550307.6213423449909692368168836963,5503.076213423449909692368168836963,=I2*365/G2
2022-01-18,USDC,UST,100,2002049.67759106216015030299870616,546305.622214,54.6305622214,=I2*365/G2
2022-01-18,MANA,ETH,3000,3808906.020679048943270265164511919,542553.8580578268821968298875279736,1627.661574173480646590489662583918,=I2*365/G2
2022-01-18,SOS,ETH,10000,3867286.87954342199581546195195986,537200.9319757526905897817209517914,5372.009319757526905897817209517914,=I2*365/G2
2022-01-18,BAT,ETH,3000,3135347.370968645102285098335100865,528079.7411078096029270638606630299,1584.239223323428808781191581989089,=I2*365/G2
2022-01-18,ETH,NCR,3000,1824324.22013145782219774350204842,521867.9616464134827166596151900225,1565.603884939240448149978845570068,=I2*365/G2
2022-01-18,CHZ,USDC,10000,599325.634285840323757199274888472,501360.536691,5013.60536691,=I2*365/G2
2022-01-18,USDC,GF,3000,12576865.71470151667324491593601437,492221.314828,1476.663944484,=I2*365/G2
2022-01-18,SAND,ETH,10000,13663714.43514144057010547451314981,487398.6687599081185619349353786255,4873.986687599081185619349353786255,=I2*365/G2
2022-01-18,ETH,RAINI,10000,4307835.088653319388205956397797946,465524.8898158583036726993140856374,4655.248898158583036726993140856374,=I2*365/G2
2022-01-18,AXS,ETH,3000,9615130.303521683193158533163262284,460857.4771599413455097382160841823,1382.572431479824036529214648252547,=I2*365/G2
2022-01-18,LDO,ETH,10000,3495007.32382915214017058073399848,456269.2125115439329232489123428127,4562.692125115439329232489123428127,=I2*365/G2
2022-01-18,LQTY,ETH,10000,502815.7517802754806171371016723752,452806.8014146836939488970963099082,4528.068014146836939488970963099082,=I2*365/G2
2022-01-18,RPL,ETH,3000,22758387.19332355916262019509658635,445256.8746399677009521770157800915,1335.770623919903102856531047340275,=I2*365/G2
2022-01-18,RBN,ETH,3000,405477.7359119855309824117375690301,431886.8216407466796564677403417166,1295.660464922240038969403221025149,=I2*365/G2
2022-01-18,LYXE,ETH,3000,3388245.565731798052557786721238708,429172.9337852698612095137011809679,1287.518801355809583628541103542906,=I2*365/G2
2022-01-18,QRDO,ETH,3000,2430827.70523615056645410520497794,428125.0779013952873358537902564866,1284.375233704185862007561370769458,=I2*365/G2
2022-01-18,CSWAP,USDC,10000,1075978.039476094740151046598621817,413431.778109,4134.31778109,=I2*365/G2
2022-01-18,WOOL,USDC,10000,81948.86648651722154314954245283761,412969.204722,4129.69204722,=I2*365/G2
2022-01-18,USDC,EURT,500,605672.1647378499118492338671361859,411703.523378,205.851761689,=I2*365/G2
2022-01-18,TLOS,ETH,3000,563662.6119461378894948821804028795,393421.2421964336415200723513595186,1180.263726589300924560217054078556,=I2*365/G2
2022-01-18,ETH,GFI,10000,699883.2633892117355784972523344015,393370.7155667858551667883553569906,3933.707155667858551667883553569906,=I2*365/G2
2022-01-18,USDT,ACH,10000,2214288.601370418539012014724866275,390835.9656369160258443095638190348,3908.359656369160258443095638190348,=I2*365/G2
2022-01-18,DUSK,USDT,3000,842541.4097938711627486685853809545,387152.0464227506330776046942742338,1161.456139268251899232814082822701,=I2*365/G2
2022-01-18,GEL,ETH,10000,1692276.049165907116552176741664045,385404.5092391494302307782146819947,3854.045092391494302307782146819947,=I2*365/G2
2022-01-18,WBTC,RENBTC,500,8880563.748822967467848346630835988,382021.8137366758863076015872640546,191.0109068683379431538007936320275,=I2*365/G2
2022-01-18,UNI,USDC,3000,2418568.231092861857846022543539354,378981.750635,1136.945251905,=I2*365/G2
2022-01-18,USDC,ONEFUSE,500,1014801.782069476184736465681965812,378079.653414,189.039826707,=I2*365/G2
2022-01-18,GMI,ETH,3000,1229442.711728151856808321065289641,377985.7014921025059773194148695871,1133.95710447630751793195824460876,=I2*365/G2
2022-01-18,SAND,ETH,3000,1037876.237838975244158366440625326,363767.1803885969329811673836994734,1091.301541165790798943502151098421,=I2*365/G2
2022-01-18,ETH,ICE,3000,1458527.318073484550011875873730612,363450.8550447951855180664403788385,1090.352565134385556554199321136517,=I2*365/G2
2022-01-18,OVR,ETH,10000,2491613.535232275897691951421947529,351935.5259906869431631591804761771,3519.355259906869431631591804761771,=I2*365/G2
2022-01-18,ONEUNI,USDC,500,2008474.620103794321364931970035762,320105.873294,160.052936647,=I2*365/G2
2022-01-18,AGLD,ETH,10000,12577046.77030774219467582883630274,319591.6167521856968460444064339982,3195.916167521856968460444064339982,=I2*365/G2
2022-01-18,PHONON,ETH,10000,2211959.431133113849228501190615385,312428.468445427325930952964069898,3124.28468445427325930952964069898,=I2*365/G2
2022-01-18,PAX,USDC,100,14955105.31554496645932480736327937,307539.184481,30.7539184481,=I2*365/G2
2022-01-18,ETH,RARI,3000,910056.7744009125116905552393244981,304646.212882784852178491257376926,913.9386386483545565354737721307778,=I2*365/G2
2022-01-18,COVAL,ETH,10000,1272384.663253471119660410529933445,299322.7095522468509618280121462856,2993.227095522468509618280121462856,=I2*365/G2
2022-01-18,XAUT,ETH,3000,3530635.311272228070528216107554196,294163.7042157270686368889013434973,882.4911126471812059106667040304918,=I2*365/G2
2022-01-18,WNXM,ETH,10000,5536228.19928656583839983685423923,293755.5282364371620051828158037708,2937.555282364371620051828158037708,=I2*365/G2
2022-01-18,PAPER,ETH,10000,1499047.013881757065426890087498626,278993.3786833412695041084195066873,2789.933786833412695041084195066873,=I2*365/G2
2022-01-18,CEL,ETH,3000,5354097.834775741140727644401754959,272270.6443534191948164784934324593,816.8119330602575844494354802973782,=I2*365/G2
2022-01-18,ETH,SUPER,10000,825157.8797278764997261666645637482,259357.0826652908849943135732873968,2593.570826652908849943135732873968,=I2*365/G2
2022-01-18,USDC,YLD,3000,1640056.994000865915238494984855161,256824.229967,770.472689901,=I2*365/G2
2022-01-18,RARE,ETH,3000,2378219.067554916415845532026737308,247228.574929376288476937928357198,741.6857247881288654308137850715936,=I2*365/G2
